UserId,ItemId
156,39 1108 1794 2959 506 3187 1347 209 21 949 1065 595 962 1484 1581 344 205 2625 2970 634 349 1462 1771 1738 495 2935 80 2984 482 276 1040 1304 1446 984 1336 1521 149 1626 131 135 1974 281 218 979 759 919 1834 2222 2277 633 119 2702 38 292 133 48 261 2946 1990 727 298 978 1546 1036 1983 1487
157,930 1815 1627 2546 44 1273 499 1665 473 2091 1469 667 2450 1835 64 1298 1306 2955 1238 689 1943 3057 315 151 1892 414 1782 392 2385 1795 1779 2633 294 1745 747 1839 317 2306 346 915 2090 91 1674 2501 350 1512 2762 2700 1934 3053 2144 2751 1423 574 2337 2888 363 2088
158,2287 1848 174 682 2184 177 922 1736 2137 2819 77 1065 1331 3018 1198 1102 1638 2394 3057 1228 346 54 297 17 72 386 2246 23 175 1223 1794 88 428 201 153 1077 2503 11 809 2490 693 526 2352 947 3139 2392 2757 1869 1047 1367 2652 134 2313 198 2785 2702 2482 1107 1453 1566 182 2030 1497 925 2451 263 1501 467 2452 274 2531 376 923 547 2993 123 1353 349 1381 1735 472 908 272 267 1684 2924 721 384 1818 1030 1964 2143 2305 1002 8 2430 566 2126 1499 1351 3141 1474 675 2044 2861 1053 1688 160 785 2559 304
159,89 53 868 1143 1021 2167 2108 2772 2660 1059 864 2008 2692 181 21 92 1 4 1789 2 39 1042 179 2062 568 537 511 698 315 427 1558 23 177 1051 187 747 2023 88 90 134 104 513 46 2812 70 1808 153 229 52 1202 1169 985 990 1219 651 677 1665 107 596 382 394 3146
160,2843 1152 294 198 1436 3106 1384 94 709 762 136 1906 3185 1 1394 2313 889 250 84 4 970 2504 573 442 209 382 2182 154 552 182 741 2006 1268 1595 13 1277 1137 421 273 1837 3025 490 565 2575 163 2 404 1995 2942 304 160 318 839 151 445 5
161,621 354 506 2297 2515 2609 2632 1084 558 1997 608 2300 2749 1941 866 1959 528 252 106 499 1847 1090 447 1955 466 3062 403 1065 3048 1492 705 2859 3160 2454 413 744 2345 871 370 2191 39 44 279 2039 2151 1204 536 2630 864 2450 331 155 2967 47 50 1346 2707 1938 795 1015 2899 2026 1250 2227 769 244 512 2821 1174 1221 1790 987 115 694 2440 660 2442 2710 21 67 578 302 3111 1715 365 1523 491 1679 1709 1758 1967 925 1727 2554 1760 1604 1906 1814 912 13 1139 888 1442 158 1085 211 228
162,868 2746 90 2023 3162 1795 102 831 1660 1520 1188 2336 179 1803 2137 1835 651 2949 562 722 682 2229 487 2684 2500 85 933 2870 1917 1603 2907 2098 2192 544 890 2863 1667 3029 1459 2100 1239 174 314 567 2448 1130 375 962 619 990 565 253 3061 129 1708 987 415 1995 46 761 213 1959 513 515 2580 1852 1439 1401 2423 1776 699 3122 2832 2292 943 2300 354 2516 1432 288 2447 928 1473 1117 1856 1014 1242 1259 1340 2994 783 271 52 3181 1050 1799 3018 290 1289 2129 2202 1464 1548 2787 54 510 2382 1228 155 594 900 2371 713 2764 2469 2298 2058 1452 2417 1873 1827 1740 1078 2429 2974 1246 964 2739 745 1534 3042 2548 36 124 1321 903 152 723 1408 704 2925 937 1197 2277 1067 1224 191 564 1791 972 1752 17 2725 40 938 1607 2043 951 2513 614 2829 243 985 260 1415 2152 1231 27 2402 1202 2884 2124 819 64 1358 405 730
163,2382 1224 260 174 39 838 386 17 1358 2134 2240 11 1915 879 2 2006 288 88 559 153 3069 1348 2098 191 2843 2370 314 1282 817 155 506 622 198 243 448 21 1314 209 533 106 1000 2450 179 526 2997 98 1566 2296 1394 125 86 163 1710 888 2505 272 908 471 18 1919 2742 752 1499 996 1748 872 3011 45 2638
164,551 712 798 1836 1232 643 56 748 539 366 1544 270 1713 1775 170 629 516 1670 2254 1366 786 9 3017 0 305 1876 1392 1653 1864 1111 603 2273 68 2695 1483 3118 548 4 785 794 1235 378 810 1893 2386 924 2239 2634 7 2199 81
165,1610 1285 621 2033 1851 877 2389 1451 1635 3008 252 301 268 1870 2930 487 1087 1732 447 403 2949 466 375 85 1904 608 983 778 448 1287 719 1843 2115 174 232 1275 2859 2774 534 1303 383 1638 1086 413 370 2220 2289 2039 536 1089 335 1284 549 1197 47 2026 1342 82 639 1148 1510 1518 939 694 579 1293 512 1908 648 1158 486 21 153 557 1186 1679 3185 2408 2073 1546 13 2564 925 518 87 22 1814 2536 2651 3050 1306
166,2493 1098 629 138 2103 1436 971 377 86 3153 190 1771 1882 1885 1235 283 123 317 860 338 100 1895 2056 671 1056 1735 2 798 2271 2624 1550 2390 748 642 3075 326 24 69 58 1951 270 813 2695 2896 2981 1147 1111 643 1164 2601 585 378 3100 51 1833 305 940 516 836 11 876 1339 1034 1209 1062 1556 9 208 467 2606 366 1671 624 738 1605 1232 1392 1747 2771 2319 1276
167,2317 56 3149 1 84 4 459 523 1478 1533 508 2620 2918 2876 631 61 1544 1775 2156 1726 2254 2572 170 748 3076 2517 1933 695 1899 2003 1572 1399 2173 2291 2675 14 1234 1218 1412 2730 1133 697 3030 113 1670 2124 3054 157 195 1115 103 29 1022 110 1265 1753 230 1235 824 225 1457 132 2271 2418 237 2016 2176 2270 484 2467 731 1872 101 2966 1027
168,20 2128 559 1701 2978 2159 329 2901 2358 36 2289 1535 1108 2619 822 2026 206 579 244 2780 2498 638 592 2745 1766 2526 2119 2965 988 2200 2867 2421 1001 754 681 3068 1798 2177 2272 2318 2866 1180 1715 2747 2383 1450 2913 538 520 759 952 599 1024 2088 211 76 2337 791 1289 166 73
169,580 1 260 233 1340 1242 278 2235 2945 1384 2908 366 2982 170 1584 869 671 615 4 98 1775 405 1232 1824 1394 3139 1497 659 138 1550 13 516 1836 786 250 307 22 550 1710 1919 2999 1062 1036 973 123 163 666 69 99 2531 568 1864 438 912 109 37 752 1499 2136 2044 2239 1075 189 66
170,776 1078 1039 1439 1074 26 233 761 1498 2760 877 39 2039 549 480 82 3124 937 1892 1845 2293 1908 1586 88 2769 294 2928 1396 2503 693 947 2706 2958 1373 171 1626 1501 3049 923 475 2824 282 3161 0 1425 8 886 787 2141 706 1688 654 116 3 1365 193 453 1529 896
171,2052 2925 2685 1870 197 1892 410 1257 125 779 168 39 2837 2347 83 1396 1118 51 1668 2 660 1430 598 938 88 2557 694 198 1395 2301 517 2065 690 639 243 2133 565 297 3101 1160 1278 1713 2686 693 534 2515 1674 386 3166 2293 817 2735 570 1418 175 765 335 260 128 549 719 2147 2072 974 1717 347 89 2706 348 790 1029 33 153 1043 115 362 138 720
172,3035 1176 508 1067 2291 1265 2764 695 1899 2469 2003 728 614 1534 1933 1319 2901 699 1753 1117 93 1413 2620 2879 819 21 67 2281 1478 1403 2254 3122 2198 1246 2959 1 2895 2318 2338 2913 790 317 352 2317 1542 539 2539 1153 92 2982 117 1556 754 405 278 671 1572 432 2829 1544 1584 84 2432 2492 1747 3149 2665 348 615 798 1225 170 2314 69 1775 1135 523 1934 1550 3126 731
173,1873 964 2834 2901 2133 329 2959 2548 23 47 3169 856 422 2516 1791 1330 3179 2338 2733 1822 701 2038 2272 1162 2877 1296 418 1233 1388 1176 1500 1572 2939 2198 2764 1992 2618 544 822 793 1553 968 2173 1789 1676 127 707 192 205 103 36 1134 2854 290 2129 1081 625 1066 2050 1063 383 2646 873 317 2254 1922 1076 1234 1218 1412 2982 2919 2837 220 498 605 273 1271 599 2017 1864 501 802 1749
174,1371 2091 2289 2807 2630 2988 331 549 1346 1936 1284 1962 864 2072 2389 1938 2555 2899 1378 579 1845 478 2227 2609 744 1858 1926 2264 2269 2219 634 3060 2737 2431 2709 512 2821 769 1348 21 1336 1787 1648 716 1162 680 342 1088 1734 827 989 1448 921 2362 520 67 408 1341 648 530 2415 2279 365 92 1523 1682 1679 491 285 1249 645 1622 545 13 1770 2054 687 2515 919 437 2026 2605 1118 934 2445 295 282 1317 1814 2230 139 888 1374 158 1539 663 16 60 1687 1855 958 2438 6 1288 97 1658 28 95 3 1365
175,729 2397 885 1611 2005 2947 2788 954 2196 669 2147 1369 2847 1932 1123 1782 248 2269 1654 733 44 608 621 1052 983 414 473 673 1229 768 2560 3037 291 853 2930 1021 2167 2422 106 1059 1043 1736 485 750 429 1557 254 2236 864 705 370 1733 197 1346 1657 882 234 121 549 1709 50 142 262 2190 64 652 2339 2149 612 638 220
176,1573 377 378 1235 1115 585 9 161 546 852 3058 873 1111 738 1399 813 2631 1062 643 58 1332 113 326 860 156 336 2138 3082 311 459 1393 1319 1478 523 1533 508 2012 2620 2317 2662 463 2572 577 551 1653 0 1876 1894 54 695 1899 1572 510 2003 2173 594 255 267 501 1977 7 1500 1176 418 1388 1233 1922 1276 539 122 1544 1775 83 1864 2199 900 984 2771 796 963 278 1584 1550 980 127 2281 337 270 343 200 425 451 618 607 728 633 668 1909 777 2038 2576 2050 1314 1066 1061
177,93 448 2341 1959 1136 59 197 253 2200 39 634 2431 412 1845 480 427 2709 122 191 233 2649 535 27 694 297 716 763 3060 2294 1173 1608 1054 1088 153 128 88 1892 859 1798 294 1418 1068 2361 1186 2279 2408 38 1107 467 42 98 285 170 1934 925 1097 173 1951 1368 380 2263
178,1379 2293 1908 1586 1 121 85 546 257 1707 1207 2547 2909 83 1524 1840 1068 153 2440 54 3068 2525 809 1948 938 278 84 1077 2601 1426 432 1574 1396 47 1402 671 2946 2568 87 467 1186 1634 3185 408 134 4 857 569 1709 21 1180 3139 92 2231 347 170 2383 349 2706 17 173 1925 947 564 1836 1546 1368 1854 1951 1907 125 2542 923 1501 1834 1489 123 806 2651 0 1243 1384 2941 2570 76 109 438 2552 6 2305 1474 1323 787 12 996 37 858 2136 1688 2187 172 2858
179,487 544 209 722 481 85 174 3136 3097 26 1835 2859 930 288 477 2034 1198 39 2685 2366 1891 417 2870 253 2008 3006 779 335 1270 3029 2376 59 565 2246 185 82 2277 415 1037 1310 1408 2843 1160 1355 1608 1130 36 942 1155 511 690 75 294 486 817 1625 979 435 11 125 517 98
180,1077 2865 989 311 213 17 1629 2527 460 1908 2476 598 526 294 943 1 386 3052 1155 2440 1799 92 27 1014 51 1907 2706 387 1106 1389 1047 87 1017 1612 1293 1171 1221 413 685 125 1134 997 1224 98 671 2997 1385 1770 347 819 467 11 2403 1724 94 1373 816 820 1545 263 1951 2382 1824 138 1960 103 1696 221 1467 2839 3073 1054 2526 173 482 2837 2199 205 1808 13 58 912 2719 2806 627 117 615 839 1440 161 779 2686 1559 317 1549 2294 435 865 0 422 2627 1097 1985 737 421 411 32 950 250 163 55 557 106 321 442 22 412 109 8 2136 77
181,2285 1397 2306 290 2129 2546 3013 832 1582 418 3091 2853 2901 145 2154 1555 1473 2244 1156 699 2508 1416 308 3122 783 2516 1146 2581 638 954 2524 3126 242 200 187 2370 315 702 1965 64 2150 1032 793 71 2613 750 2105 2237 203 502 867 625 3179 1512 3181 1912 1466 2471 1259 915 2934 649 1117 1127 1776 749 2793 1286 350 3186 1377 1542 1729 647 3197 30 1576 2648 1617 1993 503 657 2979 822 2931 839 2086 50 1350 2117 2835 1447 1072 3165 2458 962 2847 102 814 2779 928 2845 2162 1469 1702 422 2551 3159 1548 772 1120 1166 2840 1093 2635 3004 397 608 2704 1237 1413 20 2385 328 2455 3140 127 2341 669 1438 695 427 3032 1082 591 388 2618 854 2135 1242 230 1014 990 1899 2401 2297 1095 2177 38 1572
182,2307 1373 2445 437 2607 2491 919 806 952 173 1614 1261 934 11 44 1134 282 421 1709 192 1088 2423 182 679 1615 2230 1814 1841 1692 1489 1488 139 3182 1805 2824 456 0 80 848 1036 2936 1650 760 1446 212 16 1934 60 73 1730 1889 406 635 453 593 122 1475 1539 1687 1428 2987 1205 176 298 850 886
183,1018 1851 1635 1654 1087 2727 2021 1732 2380 2158 2297 415 983 2871 1736 1532 1843 1298 776 1597 44 2077 2619 115 107 528 1958 499 301 252 175 447 466 403 2051 2726 1596 89 2498 1043 1084 2251 1287 1921 413 2579 1439 1780 1086 1821 2412 3079 85 1285 2384 1342 228 2054 38 545 2558 3048 1943 2445 2883 285 2039 1701 437 1738 806 3023 1574 2706 2930 2515 2780 2781 1679 1739 282 1622 2999 1834 482 166 2737 1935 1841 1488 456 1094 1202 1045 1710 560 65 158 16 1709 134 400 73 70 453 1068 211 277 118 6 218 0 1205 176 276 495 2659 1800 28 119 2888 2283 969 334 2616 439 5 2533 169 1365
184,2219 2248 1569 1510 2617 2200 2709 2087 694 2821 1508 1426 1348 166 716 1948 1734 1088 2525 1068 2812 648 1158 1678 1174 925 1389 1467 467 545 285 1679 1906 2445 2489 2778 2307 1738 912 173 1951 1760 2230 2342 1489 22 1841 1488 2824 293 2088 1192 991 0 1036 593 1139 1433 2253 1449 2963 158 888 1628 245 1619 2430 1475 28 1883 12 264 2610 1400 218 1658 1154 119 2007 918 875 95 3 334 1785
185,2636 951 1813 53 590 2213 1888 928 985 2933 2708 3188 328 2471 1708 2102 2692 1078 800 2411 71 885 1236 582 52 1003 1126 3125 2292 2978 44 2510 151 20 2159 1971 709 591 102 460 388 943 72 1617 129 502 1601 2979 23 2403 1069 1831 21 107 67 2452 92 47 1743 1385 672 435 98 2365 1170 411 1845 1746 315 2865 1 84 4 998 207 311 2557
186,85 2498 415 943 3006 2417 1891 1086 386 1633 2220 2816 1102 2300 2065 253 2302 1355 511 1089 3063 2476 3023 480 811 1661 82 17 949 1342 2593 1858 1510 761 2382 2293 2238 2735 1743 2741 201 1314 1586 2769 1348 2696 1077 198 2928 88 2461 1384 2908 1017 2946 2706 467 3185 1679 2702 1373 1546 2230 3085 2611 993 2881 1353 2694 2273 2288 2305 2430 1323 886 160
187,1685 30 1635 1335 339 26 1073 609 3186 151 242 1401 2766 2602 1769 181 268 20 330 1831 959 259 983 902 72 960 1229 691 96 1813 107 44 894 1617 64 203 1021 2197 2150 915 1222 1846 1149 350 2372 36 104 2369 3169 3079 909
188,3181 79 1003 2609 47 926 417 3188 461 990 636 104 3036 315 72 2411 1858 2287 174 1981 622 1879 3021 357 1262 1355 297 1348 938 2741 201 82 2294 1892 153 11 254 88 541 1350 2907 1608 51 2844 694 1891 21 1275 2413 435 865 2235 23 229 987 2300 125 191 2650 2843 67 2746 730 155 1717 168 949 598 1925 3101 1384 2257 449 1566 1314 513 1511 243 1845 1514 1107 3105 98 2034 912 347 897 2246 94 348 13 92 1160 138 3047 2301 1545 1134 492 1065 480 1752 1197 559 983 2778 421 1432 871 1368 321 2152 1346 1674 693 537 3094 437 1960 86 1097 302 182 2563 682 2040 1172 0 22 2772 207 1689 2651 941 2134 1145 2292 666 529 1102 10 888 442 12 372 247 137 404 2023 1754 2089 109 1710 245 970 872 186 572 272 160 471 164 66 1323 866 3 173 1091
189,1259 53 181 23 394 2455 2196 3181 177 839 242 800 1768 1616 77 2117 1729 1375 72 44 393 1582 1645 352 665 2840 756 1542 1813 2105 1923 1702 2648 3032 36 290 649 880 2071 1647 1377 71 488 1286 152 699 2646 206 230 856 30 2112 3179 1 1447 1014 232 21 150 609 2766 1196 1201 339 96 87
190,983 1847 44 89 866 175 682 2015 680 1082 3048 3061 2345 353 1052 1043 2704 106 39 2269 429 2300 1346 168 1904 254 1258 747 1148 634 1255 1257 2988 2251 1072 672 1190 128 166 21 408 1395 2821 1448 2683 1048 1028 545 2362 1523 3111 437 1404 136 1427 1609 282 115 1782 1178 1487 165 369 286
191,1921 2780 315 411 812 2603 67 1316 2309 494 1582 535 657 1639 2383 1360 2619 2498 894 21 92 1210 32 331 30 38 1586 3063 1546 2695 2781 1045 1211 1424 83 1289 1770 115 1766 2887 2102 2370 1468 1470 765 2734 569 1422 1834 50 2602 2539 46 2129 290 340 1 686 43 2834 2 4 1955 87 203 250 2135 2170 886 20 1554
192,151 621 591 1076 2368 2021 877 2384 1596 417 1020 427 44 1536 481 1592 1236 350 2813 1422 1904 1284 89 3130 203 1535 2133 983 39 1229 314 1938 1598 52 448 2035 709 1432 590 1819 651 394 1378 1845 1255 82 2393 729 909 937 47 3069 1878 262 142 2227 1148 2219 744 17 2986 1569 3060 2079 943 535 1803 634 2200 823 2867 1430 1010 1260 1825 1780 2178 1532 1348 2440 50 2339 1211 871 938 1314 1190 2515 1068 827 408 922 2235 3046 544 1134 1826 3057 21 890 2039 67 1318 92 793 1734 1084 129 2844 1918 1709 83 2558 1679 1914 1558 819 122 545 831 2230 1738 470 2445 2788 1907 795 3085 166 559 891 22 661 1488 0 3005 1760 134 1174 16 6 507 76 456 73 176
193,198 643 3017 2517 58 1399 748 1833 754 2390 1332 547 1754 813 156 3054 11 190 551 195 1864 1062 723 1990 1303 907 1220 2185 1633 2529 468 23 738 2634 2176 688 1577 1939 113 2319 2771 2332 377 2 1392 1653 1333 161 378 2662 1086
194,1959 974 987 2008 3174 1222 1891 106 253 1404 1377 2115 93 233 769 260 254 59 480 2292 47 17 610 185 1356 375 3047 2301 1418 1171 201 51 2986 357 2072 2401 2501 3101 938 1348 435 2741 1149 513 1230 21 1803 2408 1371 92 2560 1017 2867 2526 98 13 530 125 2527 3085 2642 1052 660 1170 1336 0 2579 518 550 1466 1009 859 691 136 111 54 238 2186 109 5 449 2414 481
195,1130 2817 960 734 2657 2781 370 2604 1090 1335 2372 2764 2935 314 861 1029 2707 2885 2446 2772 1891 2417 1975 2813 2831 371 1536 335 1848 155 1278 3063 1936 2072 2848 1228 2108 1240 1535 1250 1118 477 2565 2035 244 168 3163 2443 254 127 1378 1171 1794 2373 1299 311 2331 3036 2423 949 573 17 331 2079 817 3084 2958 90 2248 2277 2513 1003 744 1569 685 2219 1406 751 2617 1163 1221 1386 2200 1270 1102 694 257 201 2735 2962 1743 1430 1314 1518 931 3101 2528 809 88 428 121 546 1825 166 2547 1336 342 125
196,2469 2764 1473 699 418 1873 2508 1289 2834 481 2959 1176 2901 2895 508 1265 124 1823 152 3162 452 2012 1386 362 1621 2765 1422 1211 2175 449 59 2620 94 1388 2277 2733 2866 2849 1296 51 21 405 92 67 1731 2338 182 78 2612 595 495 11 1546 538 2680 2711 707 2313 17 1517 2203 1489 241 2307 521 2997 380 2721 2000 2167 1635 2422 2068 2190
197,2285 922 151 3003 315 1598 2602 64 259 2455 729 590 3057 653 2773 591 2135 651 1124 1839 2632 107 2674 2990 1616 1930 2788 1302 2667 354 2354 3164 410 2147 1247 1187 1441 1083 2120 1491 248 2779 3119 1767 291 2046 2681 1970 254 2673 106
198,964 3075 1321 1240 1647 1401 152 814 768 206 592 852 2895 418 1233 1176 704 2622 2725 988 841 1067 27 2764 546 990 2175 1771 90 1066 695 2733 2403 2887 3024 3129 1899 2879 2338 1314 819 614 1218 2003 2157 2569 278 2519 1978 2281 2913 790 2 2198 2318 2159 2939 2877 2982 539 1296 1617 1061 1680 1412 1093 405 302 459 1393 1319 1478 1544 2562 1584 4 1135 1232 1223 702 1032 39 2420 2970 170 2038 1612 64 200 2027 425 1775 523 798 1225 1822 338 1553 2398 1095 513 1720 17 52 640 61 708 2119 1747 221 1836 3017 618 643 2173 538 607 1550 2711 508 2620 2662 58 2531 2572 873 1554 2703 707 2951 2148 516 1004 1399 208 1129 103 1913 1063 270 1933 2390 2055 1605 3054 317 1153 2713 46 786 2203 390 577 1646 1429 1115 326 1147 1864 1062 3058 1111 1483 1922 1600 1665 114 599 585 2017 1801 924 650 813 273 2064 893 2759 463 519 3118 748 113 66 81 2189 240 3038 501 255 7 2101 980 1409 377 2319 802 2386 107
199,1828 203 1318 497 2692 590 747 933 1003 313 749 653 179 2074 1181 985 1601 315 1169 1558 2618 2640 1705 890 1274 242 151 2375 729 102 52 1190 1592 755 943 844 1772 415 2285 1557 951 604 142 2513 3196 838 1202 3168 2890 309 2719 98 421 229
200,3174 254 2890 960 392 881 3088 715 1894 291 168 2583 458 781 2944 1491 485 197 2008 766 864 1557 584 1204 1842 1480 768 2655 753 1460 142 2399 2788 1717 1962 630 1270 126 570 2220 1981 2433 262 2962 2801 1985 1969 79 306 816 1185 2985 1092 1946 1722 2211 1430 1431 976 809 128 1930 683 604 2339 44 1820 921 874 2507 1621 382 1667 1134 1545 435 88 2491 486 892 557 2312 2361 2301 1437 591 2969 492 1320 1963 387 2762 898 1549 138 1789 1609 568 717 75 597 227 2585 2552 2751 1046 563 2917 91 10 2343 1009 805 444 799 1410 1165 574 248 271 842 2915 2328 3053 1749 13
201,1185 1545 1679 758 2673 843 2408 1174 598 166 2812 254 2455 1069 2159 2977 206 44 592 1224 988 2315 21 1348 1255 92 694 151 1171 590 2510 2765 36 1284 11 437 2228 1912 2036 1082 1127 2618 107 1611 1406 2930 228 891 470 1458 2133 2368 2419 1364 129 1 370 84 1824 106 1816 533 1832 1826 4 648
202,2091 608 719 104 1627 353 2247 393 175 2095 122 1238 93 2196 680 452 168 262 422 665 2544 2646 630 1745 1120 2393 36 362 1422 152 1211 47 2603 44 2154 486 27 2946 388 664 1766 1445 145 315 1685 925 1546 1834 2563 58 1682 822 2730 1420 521 1036 2107 1450 1251 3198
203,314 2447 1918 1794 2504 1995 1708 465 213 85 2618 3166 1379 1003 26 253 44 1629 779 1959 943 1051 3156 768 3162 2387 39 2402 680 1975 1102 2292 93 978 415 129 1355 2354 2454 1422 511 2413 793 565 387 1314 67 2650 1586 1566 770
204,1140 1977 1653 2879 2451 2347 2432 538 2757 1876 208 1933 2424 2374 2980 1928 420 25 14 15 10 114 2713 2916 110 1151 2209 2061 2869 1311 3117 2502 1297 1272 566 167 587 484 1053 1896 1916 1002 367 1142 1252 1899 360 2426 2003 1572 2173 37 2099 1939 455 731 1756 146 1352 1333 637 2281 801 1417
205,2228 27 40 754 1647 1 1234 1218 2752 2725 704 3024 3129 2622 278 1321 2318 1994 2124 740 317 1153 1584 1135 4 170 56 659 432 2767 712 1164 1232 873 1170 643 2531 61 2080 1747 2481 539 1550 3100 664 1240 241 1332 2951 270 2390
206,1000 2354 914 265 1568 1369 1988 1815 2033 1441 1866 2523 1023 71 1280 1921 1227 874 2856 1941 962 414 23 1018 1303 2673 2960 165 570 335 2053 2454 1717 2442 357 174 951 448 2894 1204 94 1715 78 136 769 2921 672 1963 1194 2565 698 2 2862 496 256 2283
207,1610 1347 874 1643 3008 2297 1357 1736 2184 3062 106 3119 1287 1298 362 2115 2544 2159 2850 1076 812 680 2022 353 2204 713 2885 1020 1422 279 346 2 1536 331 909 1717 1346 1535 1015 1424 1250 1845 1255 2393 2986 1299 2801 2378 1386 879 535 2200 51 1211 1743 201 2696 809 2769 128 3081 857 91 1058 2442 3068 67 2507 1545 1798 2415 2908 1186 92 3111 1724 134 2534 1622 2873 1110 2230 518 537 421 227 970 280 576 1044 1288
208,0 166 648 1285 1471 1094 1904 1084 1630 282 3094 986 2279 125 1738 2536 2908 153 2527 943 79 2098 1033 229 2408 3172 394 491 88 1384 1667 27 59 2907 1050 476 1574 2191 151 942 2836 83 21 2547 350 1077 698 121 1190 793 2214 1074 155 461 3041 115 2293 2734 1464 2787 756 3104 2280 385 361 465 1369 3025 1521 1995 1918 278 1162 105 561 65 991 400 2616 1584 1550 73 25 2076 29 1687 247 228 1030 218 1742 28 164 918 334 1681 6 1139 2007 2253 1785 169
209,2885 1879 269 622 3107 1318 1431 2152 3146 2528 2618 306 1274 21 165 353 874 3168 986 2336 1518 3010 488 2790 879 3196 435 2053 2213 890 88 51 1106 645 2133 11 1623 761 2235 1181 460 1358 1116 229 347 1772 1202 979 2365 94 1595 98 557 905 2294 348 136 125 2642 2116 492 2844 1212 2750 762 1472 1213 177 1549 2452 23 449 75 2744 717 871 1178 1816 52 179 958 99 1126 3079
210,1111 568 2879 1909 592 20 339 1153 317 150 0 166 56 790 2767 2925 3024 78 12 287 30 854 239 22 253 1240 54 206 138 2517 1912 1933 1046 816 89 58 2 2772 2812 63 762 1360 32 2716 369 194 3052 2574 407 375 699 1721 2170 2839 1014 519 1481 708 1591 117 83 1401 1225 873 1412 2728 385 1197 1242 31 1340 1108 897 208 2957 69
211,2485 1562 764 1485 265 598 91 1367 2757 3052 776 667 3144 2361 1047 2442 595 2802 526 1227 2647 3096 192 1098 243 1453 912 1497 2451 434 2689 495 2839 1368 547 174 123 936 1139 746 2651 1754 761 666 1451 1481 76 1425 1119 2742 752 2126 1204 8 782 1331 2478 1391 1591 2774 1565
212,1625 1432 1702 2907 2775 2832 2100 1848 2790 1379 487 1451 2458 415 2074 265 541 565 85 719 838 77 44 253 129 1280 26 175 89 232 481 534 2034 933 1954 2008 2102 962 2692 2289 191 672 23 242 375 817 230 1917 1014 1740 1067 2362 3151 3104 614 405 11 387 2696 69
213,416 232 1123 386 570 1568 1536 582 864 2831 769 1204 353 757 2015 1717 2925 2393 1240 1131 2660 2765 1510 384 1464 718 1743 124 26 690 88 152 121 1169 909 2696 40 59 1607 751 54 166 1541 1462 1621 1395 2456 3144 575 3056 2139 2257 906 266 1624 2321 1617 2720 656 1679 333 2103 2066 2606 2477 1324 2758 449
214,27 2175 3075 1556 56 432 1464 1771 278 63 239 287 740 2427 117 1584 615 366 170 200 425 451 640 618 607 728 633 798 1240 910 539 1544 1775 876 2654 311 2981 985 712 1680 61 2767 390 3177 790 1836 2124 754 1095 1034 1305 1550 58 2703 2517 2401 631 627 1909 378 270 2318 2324 394 2390 748 460 823 107
215,155 232 2 290 602 2129 63 1534 2947 931 2119 27 841 3113 2733 287 2410 2318 494 2254 1296 2001 539 708 1544 1232 1 4 170 1775 3177 61 538 1900 1671 2680 707 2324 103 627 2703 516 270 2677 1366 1605 2730 156 2203 1550 1994 1525 2896 2428 1695 2107 220 684 860 56 585 3034 2634 548 2064 2176 2146 3065 501 20 1276 273 391
216,17 1638 335 1089 36 2094 279 1342 1845 122 1510 3105 2986 939 331 2277 2200 1221 1356 1068 2696 693 764 869 11 2769 435 47 59 526 909 902 817 1158 595 87 2740 2547 346 1679 348 1277 2747 2844 1314 98 3139 2611 276 153 38 2651 1035 207 1754 550 666 442 1710 471 1353 3050 1115 22 99 912 2110 41 2570 1818 3005 2505 2239 244 372 119 1351 2305 1077 2089 48 0 144 818 1405
217,2251 3160 328 2033 926 2128 1796 1758 943 734 1718 1028 1635 2930 2523 870 2458 1630 1084 1260 1904 2184 487 2532 2158 608 983 2345 1921 1849 3028 44 2483 1287 683 1959 610 3048 866 1657 414 1258 2892 621 448 2609 1090 458 904 705 1043 2191 2760 370 1371 3020 297 2289 2389 2039 864 536 2988 413 301 252 466 499 2072 1284 1936 115 1346 403 447 2026 1845 579 1255 2867 1131 1926 1569 2709 2821 1532 166 827 2362 648 365 1523
218,2000 926 1300 894 1124 327 1347 3187 2033 506 1222 877 2389 682 870 1087 621 2264 2737 2021 1997 2609 1230 983 2871 448 1298 1674 2077 414 461 866 1958 2674 2930 734 2498 2022 2190 705 1821 197 2204 1149 2289 1959 279 2302 2005 2813 2284 749 1531 1536 1364 2760 3130 1383 1082 549 909 1258 1535 1015 2781 473 907 2039 2035 1582 2373 1718 1904 2393 937 2986 1255 2774 1287 1380 1148 1131 2691 1439 2219 2617 370 1065 1330 2515 2200 2026 1819 2958 862 2965 1028 362 1914 1424 21 2859 1348 428 1648 3081 1790 716 2909 1211 2525 1448 67 3068 2857 1076 1701 3023 1810 648 3046 2251 1048 1678 1798 2800 1285 1186 1817 1112 3096 1634 2946 2408 2706 1180 467 33 2558 545 1679 1484 1210 1084 2603 1373 2445 437 806 1738 1462 925 2605 1614 1546 2999 1 1139 678 1040 166 1906 4 1317 759 1814 22 293 443 1488 2824 456 1368 1094 0 521 848 2651 888 300 122 3050 991 70 212 148 83 73 1284 2599 2493 211 2273 453 131 2997 109 2570 76 380 218 298 886 426 395 3 743 2187
